timestamp,load_lag_1,load_lag_24,temperature,wind_generation,solar_generation,hour,day_of_week,month,holiday_flag,price_lag_1,price_lag_24,rolling_mean_24,rolling_std_24,renewable_share,demand_forecast
2025-01-01 00:00:00,44245.03211288848,44840.168580764104,16.9639894543545,2591.7146001996884,3115.7328258703715,0,2,1,0,62.13862886990059,65.44076270540418,92.07953476052576,12.980665959337028,0.4047103964963029,51175.07024599913
2025-01-01 00:15:00,51878.49009172836,47798.703978068,12.95850262788573,41.61278352571518,14437.93059879833,0,2,1,1,70.07273741007998,75.49457383764403,92.444506093034,9.70311478143852,0.9927965174673155,54944.77044847077
2025-01-01 00:30:00,46996.80655040598,56440.37862426189,1.3630243345830735,18630.63602819158,14359.872727908061,0,2,1,0,90.71275176930327,78.92807802094192,96.42034020985997,8.898033302889669,0.573621341789995,59318.83604314914
2025-01-01 00:45:00,48541.531251033615,50072.54499631327,14.334931794228048,11097.887523504187,2657.4813189715896,0,2,1,1,38.61121481571498,72.8513231500531,82.80897437075308,13.028617814408253,0.6695990127494281,48987.94126857783
2025-01-01 01:00:00,46991.46693885302,43819.32101984769,21.58738547649849,18538.81325564079,2176.632256879473,1,2,1,0,108.33167646689385,106.37521949678279,75.95690194501624,19.816409363748257,0.6531763668355127,58609.99552379079
2025-01-01 01:15:00,59261.39092254469,56271.6918037867,22.565067420541038,6676.630474041441,6316.277015079298,1,2,1,0,86.06784750395562,78.46344597977068,77.03097419329343,8.219339708215333,0.2227016300888941,43205.361803908425
2025-01-01 01:30:00,49932.51387631033,53655.00313392741,19.034920525747278,6555.721383235135,745.7743873195366,1,2,1,0,83.06063505562301,47.62904670383262,76.29912417197745,8.637797886313088,0.48812440977749216,48280.45977006955
2025-01-01 01:45:00,44711.4453552205,52692.174786082265,10.669607240302081,8013.100035460634,9823.552984277101,1,2,1,1,47.389742447178854,67.33972355372472,82.48005538329107,8.646934825170423,0.21641129855032548,44928.01272921443
2025-01-01 02:00:00,54112.72456051595,53578.6712058542,-0.8145725515807243,14120.819679163365,1162.440324926133,2,2,1,1,54.267817492005236,48.4319994660624,84.36607255588602,16.875533924199352,0.5094645302076236,53960.50454375383
2025-01-01 02:15:00,43895.78175014489,61971.809502912256,11.038279215962119,11316.172683723484,870.4444064142108,2,2,1,1,72.02832671398276,75.43322426613318,92.31564366016897,12.657230916719968,0.03078121880860618,43494.61310074089
2025-01-01 02:30:00,51044.317975023776,60925.47447518056,12.56524103156839,18507.09814198236,7277.804043132738,2,2,1,1,96.14859700591198,93.45099349135873,80.20123415596032,10.771514850964122,0.38195917685169245,52008.74812292314
2025-01-01 02:45:00,40201.64938060112,46566.423284983524,12.496568262479887,508.81802264878706,14366.799541651522,2,2,1,0,38.467679756028296,66.91046655392623,65.9677266946644,17.65684751550787,0.3722100728884685,43790.8531428444
2025-01-01 03:00:00,43359.06975550785,58119.42496405576,19.948450855823396,14163.91875945073,6401.939040947394,3,2,1,1,95.76729601554712,71.93934070730846,75.92579073538099,9.462359575408039,0.29163062185182476,58788.907765256896
2025-01-01 03:15:00,50984.306179345615,51915.8409487945,30.885411288118718,6606.553787331087,5347.217379908267,3,2,1,1,72.79937351783266,74.50469415323612,95.55851780056523,10.88326848011922,0.07922894216523713,48128.71981236605
2025-01-01 03:30:00,53692.33289997705,52495.47908068875,15.988233614728744,3604.6730363692236,14969.350732534289,3,2,1,0,75.53153054516696,82.8148498767049,64.43421429527986,6.104308389401427,0.770967060262436,51889.8292457623
2025-01-01 03:45:00,50856.841405949854,41538.64584178336,13.266145686748306,10207.912450401978,7979.534411687751,3,2,1,0,85.07185883381612,90.32165557271048,87.39149960401382,6.783651528125253,0.420454864288032,41056.13688633822
2025-01-01 04:00:00,49421.758588058794,49148.07117305902,12.926225495967259,10101.275683599919,5628.621103353728,4,2,1,0,85.38634475692822,96.14510855870736,76.0942688641656,7.050966000817384,0.8139731787612435,42525.98892456406
2025-01-01 04:15:00,48494.48152205355,45935.88204831717,15.995078135261714,2740.220573768568,5787.912200124028,4,2,1,0,65.75142820126806,125.11033965873042,71.1653568960048,10.204628576634526,0.8357272379215589,46133.01764742376
2025-01-01 04:30:00,42607.390048162866,54140.29407446655,8.37364991721281,4037.9211226577972,2924.3924405026573,4,2,1,1,92.49820176937685,82.46991862000145,83.95611049112125,12.861278907315404,0.21359738990178967,54252.590638846115
2025-01-01 04:45:00,46400.77895802646,55355.402502014025,15.96158846996844,8163.293298031098,7683.345861713084,4,2,1,1,33.61203720207123,94.71586107959429,95.60953025622766,5.011164723336217,0.4213301137988239,53295.45243096777
2025-01-01 05:00:00,47696.80614520106,39627.56824491844,18.606498690654398,8176.228247846307,6582.825422520087,5,2,1,0,70.9916222686469,48.2488650464345,83.40444176783171,7.848984672497482,0.7209740052090353,55426.94980549972
2025-01-01 05:15:00,55285.61113109458,49889.82567997865,16.677488508595903,6351.162792393694,4061.929445211201,5,2,1,0,83.07363526353808,72.41634028868933,77.37455789958761,7.6347503028654655,0.4994961536748965,42451.3458840779
2025-01-01 05:30:00,51718.09144784231,55609.30752397126,18.66033547203825,2970.9030301996186,2408.1012990263966,5,2,1,1,73.1010136957105,74.59166213075854,67.03950760393631,8.800202731827751,0.8550682304029711,52534.346866356624
2025-01-01 05:45:00,41184.79922318633,49066.605188432775,18.469980874788284,87.47358201959044,4668.583030013305,5,2,1,0,43.461793920680364,59.65370222025792,79.01150838897263,7.49121389079844,0.5715690077134065,47200.512661162444
2025-01-01 06:00:00,51620.41984697398,53645.31822501182,0.8248265420284504,19404.701248560414,7630.249915315939,6,2,1,0,95.16054757520942,69.28014537264929,66.67850179710558,7.926922717458671,0.6295809678585665,45959.47831758837
2025-01-01 06:15:00,48074.58859791842,51755.82733813542,20.094961267163225,18869.984594078538,874.9990842720251,6,2,1,0,55.03224375745896,77.85030564688745,76.9007577857977,19.758205414459965,0.7870234645447052,47313.86167938894
2025-01-01 06:30:00,46615.38999847021,51708.301159763134,9.631881234700371,9673.007583522703,2306.1604287593395,6,2,1,1,78.6497198494342,69.90673251670384,79.36942351608396,13.920953887319193,0.12222210762851127,49417.661029664676
2025-01-01 06:45:00,53058.38144420434,48643.425109658514,6.233286695968337,19901.035065500113,14214.85900453643,6,2,1,1,83.06069194135246,132.0366837567632,56.394585092895255,16.44039747279795,0.5842482379180547,53305.222079838655
2025-01-01 07:00:00,55154.997612479754,43917.09597932145,6.1643853771600305,13473.086615644865,8142.830265470085,7,2,1,1,80.39654307530735,90.2455068315546,93.88322204587887,17.29015065621033,0.0854298687641476,55614.026504444395
2025-01-01 07:15:00,54656.40059558099,44392.349262874865,18.468332883780235,1377.1507521508308,951.739554900568,7,2,1,0,103.3802185172763,120.02045477718673,67.61478526879561,15.015208961389176,0.2605511235370386,52605.36064170527
2025-01-01 07:30:00,45803.91238388681,53546.76257227659,13.219400582201176,2354.3639816525474,10396.316381543595,7,2,1,1,78.93474880012626,109.8530235766801,78.14040798829305,15.561204050408646,0.2125717064245788,53166.35368110433
2025-01-01 07:45:00,48453.93812074393,50097.29127759441,1.5442497281167142,18322.216877392755,927.043051185521,7,2,1,0,88.5491080939388,67.21507733099229,85.33833245812517,14.484251668029264,0.5670760906618405,59115.24773989803
2025-01-01 08:00:00,51656.31715701782,49307.43877696388,18.824302521538268,12601.04404299257,11083.113405695594,8,2,1,1,78.88191933697517,80.75120934839623,93.0854971817918,14.740602170694467,0.8439023783904528,53485.36545803281
2025-01-01 08:15:00,54877.725635611794,47880.549788388234,3.4831349536093814,16863.672533147022,11249.440825800402,8,2,1,0,92.25912168332549,71.30350757850846,72.07846993627167,18.926744438563915,0.1328096095505159,48930.82584253785
2025-01-01 08:30:00,47604.12881077355,48474.05577259624,16.11857086814569,17965.392992676887,9766.18463623879,8,2,1,0,107.86990594095046,76.76354481427336,54.90814739027105,7.786077108132165,0.7683965276470849,52905.523674090364
2025-01-01 08:45:00,49071.70511668092,55234.5589724407,16.907991405384433,8958.840225647722,10983.068169290245,8,2,1,1,82.75083658944388,60.47132661622538,90.78663716011286,9.120950537394037,0.14306612542274888,58538.229521142246
2025-01-01 09:00:00,44468.32512996986,48323.77959065987,22.08461665356036,970.5190315338608,1319.486715195866,9,2,1,1,95.63700715165999,71.16929341659554,67.5050511357379,6.398878232281061,0.18967171284842688,45648.19667348382
2025-01-01 09:15:00,44018.96687959664,43294.67643349215,29.25347829173481,3765.6069779464406,10901.708285329014,9,2,1,0,109.10657869764395,87.19037763066477,83.59443243583728,17.55986694446408,0.9169401972550658,47845.31520828332
2025-01-01 09:30:00,54062.62911197099,53718.258877700864,4.082589392795667,1331.4389460487018,2050.324795858244,9,2,1,0,107.14368493948542,86.66244113884407,84.21589700135647,11.73132985441773,0.009729155506654652,57250.63874674642
2025-01-01 09:45:00,56781.20014285411,48975.616680676416,14.580209151495605,3774.7969139701463,5092.588609077658,9,2,1,0,72.29421192777579,85.06807330432534,47.47970567328413,18.606568408212866,0.19714404123353868,48547.63541284749
2025-01-01 10:00:00,49639.94939209833,50156.97932766388,12.789317639646262,8210.658529117536,14141.178802509494,10,2,1,0,100.72864711490334,78.80650350232882,63.851632284555606,11.175135698695584,0.21555609127841835,53821.44837587226
2025-01-01 10:15:00,55017.66448946012,58037.89153199755,18.4699974876877,2363.9362102997084,7543.132164887102,10,2,1,0,84.97542320094385,97.21484850473881,75.39188793282865,11.639212371222651,0.28188056338097656,56445.436284989926
2025-01-01 10:30:00,51808.18012523817,49897.19721324746,16.72535016746895,3334.6649561068652,14511.396481245207,10,2,1,1,102.34459995467827,74.85913947842924,54.158720810607655,11.725347519313747,0.36341170709443615,43720.89760513646
2025-01-01 10:45:00,46774.401226974376,51445.91836559363,12.17963005810704,8916.435641433585,1333.8368833010634,10,2,1,0,91.37269167125899,107.83104679523231,66.61948723742587,14.187396382715086,0.10317801183873221,47957.88694604796
2025-01-01 11:00:00,51806.97802754207,44105.38254350837,11.472782491113156,6803.419007769791,7163.348993447701,11,2,1,1,85.51336152072376,43.04804885964876,81.22878560126668,16.491861754487935,0.4684542798830339,56023.44642019676
2025-01-01 11:15:00,57690.18283232985,48901.6527382452,6.06839315852762,9353.16248376082,936.0348041530598,11,2,1,1,88.67944160692709,93.13622047951512,79.11516347908731,10.26938414175828,0.39935036736388907,49367.867004961045
2025-01-01 11:30:00,49820.869804450245,53047.63022604301,22.902892659252075,8583.440555181242,9453.153935989272,11,2,1,1,85.10475912077862,89.76742224494714,83.02654430644272,14.452481801334796,0.6249338109152496,39907.03754028193
2025-01-01 11:45:00,57823.21827907003,42223.13133079379,18.673633452796235,12889.56051959767,1180.6050205277456,11,2,1,1,85.8866609027302,66.508668854969,84.49220978728852,8.05951155135402,0.8675176340687013,47450.15113478941
2025-01-01 12:00:00,36901.27447955128,51004.22546557855,22.3421455823611,18743.79097751709,2630.5170381056596,12,2,1,0,76.82335278836182,72.89537946289447,63.181704330203864,13.310706567521747,0.2977202601358906,53972.31227422716
2025-01-01 12:15:00,54109.51252187612,50503.955363224035,12.51683090819589,2157.2867688848496,3882.454651039207,12,2,1,1,74.96551318784965,89.29581878218073,67.1515173658736,13.1987734976552,0.5464877742595945,56382.4654980289
2025-01-01 12:30:00,50435.235341190855,50206.4372779372,9.745316250444557,1985.2029861838982,11231.157774967249,12,2,1,1,115.26349858745338,98.31870494297499,87.6136618951205,18.330737984724305,0.3713773701401848,50254.22649307402
2025-01-01 12:45:00,48504.96324767066,55185.794493291214,6.373479466966177,17056.12222181804,2459.4317822711214,12,2,1,1,89.55055822222369,45.010736633377874,95.2433024100268,18.43767835774591,0.04025028108832973,52418.908041549985
2025-01-01 13:00:00,50458.80388267751,51672.19257424261,17.871340669925274,10127.934093049182,12699.480799396017,13,2,1,0,68.53390155537201,92.56492135308511,70.32591951137788,12.308167374493635,0.8210753641270929,48154.69936898682
2025-01-01 13:15:00,40062.15542699554,57390.35949178222,6.681654203774123,15328.100471368844,1978.559082462013,13,2,1,1,74.45165137140712,70.84697628884886,82.58905594096957,5.36899198667576,0.6342164399919384,54515.921067691634
2025-01-01 13:30:00,48901.64056081244,45032.05242202982,29.7893045517324,4308.438072145628,528.6667360523451,13,2,1,1,101.12516906895902,102.50579548597106,88.07082893313896,17.669329259272537,0.002172270375283003,57125.97778604913
2025-01-01 13:45:00,51785.56285755873,50679.62283609174,4.538859351252476,16577.251463351036,5925.681284545018,13,2,1,1,65.27626579822761,43.21449572367646,82.37555617189285,5.00933705847758,0.24957194020261664,53840.9995012724
